,f,p,t
9191,T0122122900.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122122900.V50.jpeg,9
9192,T0092957400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0092957400.V50.jpeg,9
9193,T0136029600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136029600.V50.jpeg,9
9194,T0129158204.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0129158204.V50.jpeg,9
9195,179022400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/179022400.V50.jpeg,9
9196,T0125401400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0125401400.V50.jpeg,9
9197,T0080259300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0080259300.V50.jpeg,9
9198,T00153707600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T00153707600.V50.jpeg,9
9199,T0080093112.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0080093112.V50.jpeg,9
9200,TO0120388507.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TO0120388507.V50.jpeg,9
9201,T0046671201.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0046671201.V50.jpeg,9
9202,T126159500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T126159500.V50.jpeg,9
9203,T0121881300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0121881300.V50.jpeg,9
9204,T0136932400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136932400.V50.jpeg,9
9205,151978600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/151978600.V50.jpeg,9
9206,T0138525500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0138525500.V50.jpeg,9
9207,T0103350910.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0103350910.V50.jpeg,9
9208,160990500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/160990500.V50.jpeg,9
9209,T0013817610.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0013817610.V50.jpeg,9
9210,T0071502201.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0071502201.V50.jpeg,9
9211,T0092336000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0092336000.V50.jpeg,9
9212,T0121940600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0121940600.V50.jpeg,9
9213,T0143322800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0143322800.V50.jpeg,9
9214,T0112004015.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0112004015.V50.jpeg,9
9215,T0103450200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0103450200.V50.jpeg,9
9216,T0112243000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0112243000.V50.jpeg,9
9217,T0144299200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0144299200.V50.jpeg,9
9218,T0075398600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0075398600.V50.jpeg,9
9219,T0090820308.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0090820308.V50.jpeg,9
9220,T0096504712.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0096504712.V50.jpeg,9
9221,T0130128600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0130128600.V50.jpeg,9
9222,TO106439009.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TO106439009.V50.jpeg,9
9223,T0151517200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0151517200.V50.jpeg,9
9224,T00148236300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T00148236300.V50.jpeg,9
9225,171568400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/171568400.V50.jpeg,9
9226,T0056157400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0056157400.V50.jpeg,9
9227,T0067795006.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0067795006.V50.jpeg,9
9228,T0068969107.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0068969107.V50.jpeg,9
9229,131203716.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/131203716.V50.jpeg,9
9230,123134805.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/123134805.V50.jpeg,9
9231,T0119898100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0119898100.V50.jpeg,9
9232,TOO-30600414.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TOO-30600414.V50.jpeg,9
9233,122066300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/122066300.V50.jpeg,9
9234,T0081579000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0081579000.V50.jpeg,9
9235,T0147023104.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0147023104.V50.jpeg,9
9236,154912303.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/154912303.V50.jpeg,9
9237,T0118671200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0118671200.V50.jpeg,9
9238,T0136728506.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136728506.V50.jpeg,9
9239,TOO87636801.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TOO87636801.V50.jpeg,9
9240,T0102830800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0102830800.V50.jpeg,9
9241,T0126299800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0126299800.V50.jpeg,9
9242,T0116726904.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0116726904.V50.jpeg,9
9243,T0113354305.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0113354305.V50.jpeg,9
9244,T0115538606.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0115538606.V50.jpeg,9
9245,T0089451901.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0089451901.V50.jpeg,9
9246,T0124988609.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0124988609.V50.jpeg,9
9247,T0111982500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0111982500.V50.jpeg,9
9248,T0087600500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0087600500.V50.jpeg,9
9249,T0090987000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0090987000.V50.jpeg,9
9250,T0114683912.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0114683912.V50.jpeg,9
9251,T0100589400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0100589400.V50.jpeg,9
9252,T0100033001.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0100033001.V50.jpeg,9
9253,T0110993810.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0110993810.V50.jpeg,9
9254,T0088738709.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0088738709.V50.jpeg,9
9255,116332900.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/116332900.V50.jpeg,9
9256,142647401.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/142647401.V50.jpeg,9
9257,T0084946511.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0084946511.V50.jpeg,9
9258,115961309.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/115961309.V50.jpeg,9
9259,T00146544100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T00146544100.V50.jpeg,9
9260,T0002.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0002.V50.jpeg,9
9261,T0126343500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0126343500.V50.jpeg,9
9262,T0080434608.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0080434608.V50.jpeg,9
9263,126246400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/126246400.V50.jpeg,9
9264,109566207.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/109566207.V50.jpeg,9
9265,37749104.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/37749104.V50.jpeg,9
9266,T0117629200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0117629200.V50.jpeg,9
9267,T0119914600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0119914600.V50.jpeg,9
9268,T0134906207.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0134906207.V50.jpeg,9
9269,T0073089100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0073089100.V50.jpeg,9
9270,T0097692100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0097692100.V50.jpeg,9
9271,T0092398700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0092398700.V50.jpeg,9
9272,T0125088400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0125088400.V50.jpeg,9
9273,T0096247912.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0096247912.V50.jpeg,9
9274,T0136048500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136048500.V50.jpeg,9
9275,T0121928604.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0121928604.V50.jpeg,9
9276,T0122650800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122650800.V50.jpeg,9
9277,T0122191800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122191800.V50.jpeg,9
9278,T0103350909.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0103350909.V50.jpeg,9
9279,T0146907925.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0146907925.V50.jpeg,9
9280,T0119835500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0119835500.V50.jpeg,9
9281,T0152490600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0152490600.V50.jpeg,9
9282,T0088567107.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0088567107.V50.jpeg,9
9283,82842200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/82842200.V50.jpeg,9
9284,T0110294404.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0110294404.V50.jpeg,9
9285,T0110925000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0110925000.V50.jpeg,9
9286,T0132725200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0132725200.V50.jpeg,9
9287,T0060996214.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0060996214.V50.jpeg,9
9288,157882200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/157882200.V50.jpeg,9
9289,T0089518400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0089518400.V50.jpeg,9
9290,T0144691600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0144691600.V50.jpeg,9
9291,T0122427907.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122427907.V50.jpeg,9
9292,T00146119200.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T00146119200.V50.jpeg,9
9293,T0142800609.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0142800609.V50.jpeg,9
9294,T0112647700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0112647700.V50.jpeg,9
9295,T0090875500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0090875500.V50.jpeg,9
9296,128179800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/128179800.V50.jpeg,9
9297,177236000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/177236000.V50.jpeg,9
9298,T0125235700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0125235700.V50.jpeg,9
9299,T0066182900.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0066182900.V50.jpeg,9
9300,81192400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/81192400.V50.jpeg,9
9301,T0135604000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0135604000.V50.jpeg,9
9302,T0073797500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0073797500.V50.jpeg,9
9303,T0131170802.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0131170802.V50.jpeg,9
9304,T0100805300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0100805300.V50.jpeg,9
9305,T0080404000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0080404000.V50.jpeg,9
9306,00115532012.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/00115532012.V50.jpeg,9
9307,87318308.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/87318308.V50.jpeg,9
9308,116196700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/116196700.V50.jpeg,9
9309,0118855100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/0118855100.V50.jpeg,9
9310,T0114725800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0114725800.V50.jpeg,9
9311,T0141423500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0141423500.V50.jpeg,9
9312,T0118315400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0118315400.V50.jpeg,9
9313,75398600.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/75398600.V50.jpeg,9
9314,T0119248700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0119248700.V50.jpeg,9
9315,T0232731000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0232731000.V50.jpeg,9
9316,B-123713400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/B-123713400.V50.jpeg,9
9317,T0101090800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0101090800.V50.jpeg,9
9318,T0103398100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0103398100.V50.jpeg,9
9319,T0127860302.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0127860302.V50.jpeg,9
9320,T0123203014.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0123203014.V50.jpeg,9
9321,0117158000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/0117158000.V50.jpeg,9
9322,B1-103250400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/B1-103250400.V50.jpeg,9
9323,T0089208416.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0089208416.V50.jpeg,9
9324,118552500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/118552500.V50.jpeg,9
9325,175072300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/175072300.V50.jpeg,9
9326,107957901.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/107957901.V50.jpeg,9
9327,T0111423100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0111423100.V50.jpeg,9
9328,T0143281408.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0143281408.V50.jpeg,9
9329,TOO94751800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TOO94751800.V50.jpeg,9
9330,T0136637500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136637500.V50.jpeg,9
9331,94868100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/94868100.V50.jpeg,9
9332,T0077188800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0077188800.V50.jpeg,9
9333,T0074273409.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0074273409.V50.jpeg,9
9334,T0089198822.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0089198822.V50.jpeg,9
9335,T0080952700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0080952700.V50.jpeg,9
9336,T0134963000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0134963000.V50.jpeg,9
9337,T0090360507.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0090360507.V50.jpeg,9
9338,53214603.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/53214603.V50.jpeg,9
9339,T0112671104.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0112671104.V50.jpeg,9
9340,T0073598707.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0073598707.V50.jpeg,9
9341,T0089709306.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0089709306.V50.jpeg,9
9342,T0054005303.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0054005303.V50.jpeg,9
9343,125604700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/125604700.V50.jpeg,9
9344,T0122514300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122514300.V50.jpeg,9
9345,T0141269301.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0141269301.V50.jpeg,9
9346,122349000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/122349000.V50.jpeg,9
9347,T0122141007.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122141007.V50.jpeg,9
9348,T0143098500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0143098500.V50.jpeg,9
9349,T0073598708.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0073598708.V50.jpeg,9
9350,T0145240300.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0145240300.V50.jpeg,9
9351,T0109800000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0109800000.V50.jpeg,9
9352,T0107041500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0107041500.V50.jpeg,9
9353,T0132270800.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0132270800.V50.jpeg,9
9354,T0055973717.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0055973717.V50.jpeg,9
9355,T0076699115.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0076699115.V50.jpeg,9
9356,T0109927209.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0109927209.V50.jpeg,9
9357,T0115885005.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0115885005.V50.jpeg,9
9358,T0077188805.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0077188805.V50.jpeg,9
9359,T0130894000.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0130894000.V50.jpeg,9
9360,T0088107503.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0088107503.V50.jpeg,9
9361,T0122353100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122353100.V50.jpeg,9
9362,TOO72447400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/TOO72447400.V50.jpeg,9
9363,T0112754500.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0112754500.V50.jpeg,9
9364,T0110328306.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0110328306.V50.jpeg,9
9365,T0126808400.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0126808400.V50.jpeg,9
9366,T0128247214.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0128247214.V50.jpeg,9
9367,T0135790100.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0135790100.V50.jpeg,9
9368,86303700.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/86303700.V50.jpeg,9
9369,T0090537900.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0090537900.V50.jpeg,9
9370,T0122029900.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0122029900.V50.jpeg,9
9371,156928801.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/156928801.V50.jpeg,9
9372,T0104323229.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0104323229.V50.jpeg,9
9373,T0136882107.V50.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/9/T0136882107.V50.jpeg,9
